,pl_name,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_metfe,pl_insol,st_teff,pl_facility,pl_locale,pl_bmassjlim,er,em,ep,ea,ers,ems,mmax,mmin
776,Kepler-110 c,0.212,0.01,-0.009000000000000001,Berger et al. 2018,,,,Rowe et al. 2014,31.71989182,1.85e-06,-1.85e-06,Holczer et al. 2016,0.198,,,Rowe et al. 2014,1.25,0.06,-0.05,Berger et al. 2018,1.15,0.106,-0.07,Morton et al. 2016,,,,5960.0,Kepler,Space,,0.04481132075471699,,5.832302362499041e-08,,0.044,0.07652173913043478,,
777,Kepler-1100 b,0.11599999999999999,0.006,-0.006999999999999999,Berger et al. 2018,,,,Morton et al. 2016,6.42200058,2.182e-05,-2.182e-05,Morton et al. 2016,,,,Morton et al. 2016,1.02,0.05,-0.04,Berger et al. 2018,1.21,0.204,-0.109,Morton et al. 2016,[Fe/H],0.05,,6247.0,Kepler,Space,,0.05603448275862069,,3.397695115125636e-06,,0.044117647058823525,0.12933884297520662,,
778,Kepler-1101 b,0.182,0.013000000000000001,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,81.31320034,1.142e-05,-1.142e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.78,0.04,-0.04,Berger et al. 2018,0.94,0.059,-0.061,Morton et al. 2016,[Fe/H],-0.04,,5614.0,Kepler,Space,,0.06593406593406594,,1.404446012732107e-07,,0.05128205128205128,0.06382978723404255,,
779,Kepler-1102 b,0.237,0.047,-0.021,Morton et al. 2016,,,,Morton et al. 2016,51.32848636,4.33e-06,-4.33e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.17,0.09,-0.09,Berger et al. 2018,0.96,0.05,-0.066,Morton et al. 2016,[Fe/H],-0.08,,5724.0,Kepler,Space,,0.14345991561181437,,8.435861462250999e-08,,0.07692307692307693,0.060416666666666674,,
780,Kepler-1103 b,0.203,0.054000000000000006,-0.024,Morton et al. 2016,,,,Morton et al. 2016,19.79186403,5.44e-06,-5.44e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.68,0.08,-0.07,Berger et al. 2018,1.11,0.097,-0.078,Morton et al. 2016,[Fe/H],-0.01,,6092.0,Kepler,Space,,0.19211822660098524,,2.748604169750857e-07,,0.04464285714285715,0.07882882882882881,,
781,Kepler-1104 b,0.11,0.012,-0.009000000000000001,Morton et al. 2016,,,,Morton et al. 2016,5.03728852,1.314e-05,-1.314e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.47,0.07,-0.07,Berger et al. 2018,1.3,0.061,-0.051,Morton et al. 2016,[Fe/H],0.13,,6417.0,Kepler,Space,,0.09545454545454546,,2.6085462343141703e-06,,0.04761904761904762,0.04307692307692307,,
782,Kepler-1105 b,0.179,0.005,-0.022000000000000002,Morton et al. 2016,,,,Morton et al. 2016,4.42157079,3.23e-06,-3.23e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.68,0.01,-0.02,Morton et al. 2016,0.71,0.022,-0.027,Morton et al. 2016,[Fe/H],0.28,,4299.0,Kepler,Space,,0.07541899441340784,,7.305096205414367e-07,,0.022058823529411763,0.03450704225352113,,
783,Kepler-1106 b,0.14300000000000002,0.006999999999999999,-0.008,Berger et al. 2018,,,,Morton et al. 2016,1.25275217,2.15e-06,-2.15e-06,Morton et al. 2016,,,,Morton et al. 2016,1.12,0.05,-0.05,Berger et al. 2018,1.11,0.139,-0.086,Morton et al. 2016,[Fe/H],0.0,,6104.0,Kepler,Space,,0.05244755244755244,,1.7162213337056125e-06,,0.044642857142857144,0.10135135135135134,,
784,Kepler-1107 b,0.12,0.009000000000000001,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,0.57103852,4.2e-07,-4.2e-07,Morton et al. 2016,,,,Morton et al. 2016,0.78,0.03,-0.03,Berger et al. 2018,0.86,0.043,-0.046,Morton et al. 2016,[Fe/H],0.01,,5268.0,Kepler,Space,,0.06666666666666667,,7.355020463418125e-07,,0.03846153846153846,0.051744186046511625,,
785,Kepler-1108 b,0.128,0.009000000000000001,-0.006999999999999999,Berger et al. 2018,,,,Morton et al. 2016,4.51005748,1.33e-05,-1.33e-05,Morton et al. 2016,,,,Morton et al. 2016,0.85,0.04,-0.04,Berger et al. 2018,0.88,0.048,-0.055,Morton et al. 2016,[Fe/H],-0.09,,5406.0,Kepler,Space,,0.0625,,2.9489646327079625e-06,,0.047058823529411764,0.058522727272727275,,
786,Kepler-1109 b,0.17,0.01,-0.009000000000000001,Berger et al. 2018,,,,Morton et al. 2016,37.64667098,5.71e-06,-5.71e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.04,-0.04,Berger et al. 2018,1.05,0.067,-0.068,Morton et al. 2016,[Fe/H],0.04,,5893.0,Kepler,Space,,0.05588235294117647,,1.5167343755397306e-07,,0.04255319148936171,0.0642857142857143,,
787,Kepler-111 b,0.136,0.023,-0.006,Berger et al. 2018,,,,Rowe et al. 2014,3.3417993,3.34e-06,-3.34e-06,Holczer et al. 2016,0.046,,,Rowe et al. 2014,1.12,0.05,-0.05,Berger et al. 2018,1.1,0.05,-0.037,Morton et al. 2016,,,,5952.0,Kepler,Space,,0.10661764705882351,,9.99461577480132e-07,,0.044642857142857144,0.039545454545454536,,
788,Kepler-111 c,0.623,0.027000000000000003,-0.027000000000000003,Berger et al. 2018,,,,Rowe et al. 2014,224.77015777,5.01e-06,-5.01e-06,Gajdo&scaron; et al. 2019,0.761,,,Rowe et al. 2014,1.12,0.05,-0.05,Berger et al. 2018,1.1,0.05,-0.037,Morton et al. 2016,,,,5952.0,Kepler,Space,,0.043338683788121994,,2.2289435793903615e-08,,0.044642857142857144,0.039545454545454536,,
789,Kepler-1110 b,0.237,0.034,-0.023,Morton et al. 2016,,,,Morton et al. 2016,9.69303883,4.28e-06,-4.28e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.7,0.04,-0.05,Morton et al. 2016,0.73,0.046,-0.051,Morton et al. 2016,[Fe/H],-0.16,,4781.0,Kepler,Space,,0.12025316455696204,,4.415539930319251e-07,,0.0642857142857143,0.06643835616438357,,
790,Kepler-1111 b,0.126,0.011000000000000001,-0.009000000000000001,Berger et al. 2018,,,,Morton et al. 2016,8.79638238,8.14e-06,-8.14e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.07,-0.06,Berger et al. 2018,1.1,0.127,-0.087,Morton et al. 2016,[Fe/H],0.02,,6077.0,Kepler,Space,,0.07936507936507937,,9.253804175802552e-07,,0.0783132530120482,0.09727272727272726,,
791,Kepler-1112 b,0.252,0.023,-0.021,Berger et al. 2018,,,,Morton et al. 2016,14.36282508,7.12e-06,-7.12e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.49,0.13,-0.12,Berger et al. 2018,1.34,0.211,-0.133,Morton et al. 2016,[Fe/H],0.04,,6496.0,Kepler,Space,,0.0873015873015873,,4.957242019130682e-07,,0.08389261744966443,0.12835820895522387,,
792,Kepler-1113 b,0.226,0.015,-0.013999999999999999,Berger et al. 2018,,,,Morton et al. 2016,42.3006608,5.36e-06,-5.36e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.13,0.06,-0.06,Berger et al. 2018,1.12,0.133,-0.073,Morton et al. 2016,[Fe/H],0.18,,5931.0,Kepler,Space,,0.06415929203539822,,1.2671196852792426e-07,,0.05309734513274337,0.0919642857142857,,
793,Kepler-1114 b,0.11900000000000001,0.006999999999999999,-0.006,Berger et al. 2018,,,,Morton et al. 2016,14.97435448,4.51e-06,-4.51e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.04,-0.03,Berger et al. 2018,0.87,0.038,-0.043,Morton et al. 2016,[Fe/H],-0.08,,5374.0,Kepler,Space,,0.05462184873949579,,3.01181597245052e-07,,0.042168674698795185,0.04655172413793103,,
794,Kepler-1115 b,0.161,0.013000000000000001,-0.013000000000000001,Berger et al. 2018,,,,Morton et al. 2016,23.55372085,7.16e-06,-7.16e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.76,0.14,-0.13,Berger et al. 2018,1.6,0.096,-0.1,Morton et al. 2016,[Fe/H],-0.51,,8480.0,Kepler,Space,,0.08074534161490683,,3.039859411427133e-07,,0.07670454545454546,0.06125,,
795,Kepler-1116 b,0.217,0.019,-0.017,Berger et al. 2018,,,,Morton et al. 2016,41.69783717,5.98e-06,-5.98e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.08,-0.07,Berger et al. 2018,0.95,0.054,-0.057,Morton et al. 2016,[Fe/H],0.01,,5641.0,Kepler,Space,,0.08294930875576038,,1.4341271408442214e-07,,0.07978723404255321,0.05842105263157895,,
796,Kepler-1117 b,0.09300000000000001,0.004,-0.006999999999999999,Berger et al. 2018,,,,Morton et al. 2016,4.79028837,1.747e-05,-1.747e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.86,0.04,-0.04,Berger et al. 2018,0.95,0.044,-0.049,Morton et al. 2016,[Fe/H],0.03,,5612.0,Kepler,Space,,0.05913978494623655,,3.6469620721393022e-06,,0.046511627906976744,0.048947368421052635,,
797,Kepler-1118 b,0.254,0.047,-0.032,Berger et al. 2018,,,,Morton et al. 2016,38.67158576,6.37e-06,-6.37e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.06,0.08,-0.08,Berger et al. 2018,0.96,0.106,-0.077,Morton et al. 2016,[Fe/H],0.0,,5688.0,Kepler,Space,,0.15551181102362205,,1.6472042391881476e-07,,0.07547169811320754,0.09531250000000001,,
798,Kepler-1119 b,0.171,0.055999999999999994,-0.027000000000000003,Morton et al. 2016,,,,Morton et al. 2016,8.32651274,8.84e-06,-8.84e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.17,0.38,-0.18,Morton et al. 2016,1.11,0.141,-0.108,Morton et al. 2016,[Fe/H],0.03,,6083.0,Kepler,Space,,0.24269005847953212,,1.06166894545579e-06,,0.23931623931623935,0.11216216216216215,,
799,Kepler-112 b,0.22899999999999998,0.01,-0.009000000000000001,Berger et al. 2018,,,,Rowe et al. 2014,8.40887123,7.9e-07,-7.9e-07,Holczer et al. 2016,0.076,,,Rowe et al. 2014,0.91,0.04,-0.04,Berger et al. 2018,0.89,0.05,-0.052,Morton et al. 2016,,,,5544.0,Kepler,Space,,0.04148471615720525,,9.394840025395416e-08,,0.04395604395604395,0.05730337078651686,,
800,Kepler-112 c,0.23199999999999998,0.011000000000000001,-0.01,Berger et al. 2018,,,,Rowe et al. 2014,28.57424023,1.38e-06,-1.38e-06,Holczer et al. 2016,0.172,,,Rowe et al. 2014,0.91,0.04,-0.04,Berger et al. 2018,0.89,0.05,-0.052,Morton et al. 2016,,,,5544.0,Kepler,Space,,0.04525862068965518,,4.829524735888314e-08,,0.04395604395604395,0.05730337078651686,,
801,Kepler-1120 b,0.12300000000000001,0.008,-0.006,Morton et al. 2016,,,,Morton et al. 2016,2.94902905,7.47e-06,-7.47e-06,Morton et al. 2016,,,,Morton et al. 2016,0.74,0.03,-0.04,Morton et al. 2016,0.78,0.036,-0.039,Morton et al. 2016,[Fe/H],-0.04,,4904.0,Kepler,Space,,0.056910569105691054,,2.5330371024998886e-06,,0.0472972972972973,0.04807692307692307,,
802,Kepler-1121 b,0.15,0.006999999999999999,-0.022000000000000002,Berger et al. 2018,,,,Morton et al. 2016,13.15149746,6.68e-06,-6.68e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.47,0.06,-0.06,Berger et al. 2018,1.29,0.13,-0.091,Morton et al. 2016,[Fe/H],0.12,,6231.0,Kepler,Space,,0.09666666666666668,,5.07926950548185e-07,,0.04081632653061224,0.08565891472868217,,
803,Kepler-1122 b,0.237,0.017,-0.013000000000000001,Berger et al. 2018,,,,Morton et al. 2016,42.19204934,1.252e-05,-1.252e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.22,0.07,-0.06,Berger et al. 2018,0.92,0.04,-0.052,Morton et al. 2016,[Fe/H],-0.03,,5544.0,Kepler,Space,,0.06329113924050633,,2.967383712298247e-07,,0.05327868852459017,0.049999999999999996,,
804,Kepler-1123 b,0.149,0.022000000000000002,-0.01,Morton et al. 2016,,,,Morton et al. 2016,4.33946454,1.178e-05,-1.178e-05,Morton et al. 2016,,,,Morton et al. 2016,0.81,0.04,-0.04,Berger et al. 2018,0.93,0.04,-0.044,Morton et al. 2016,[Fe/H],0.05,,5500.0,Kepler,Space,,0.10738255033557048,,2.7146206384255882e-06,,0.04938271604938271,0.045161290322580636,,
805,Kepler-1124 b,0.17600000000000002,0.006999999999999999,-0.009000000000000001,Berger et al. 2018,,,,Morton et al. 2016,2.85234584,1.95e-06,-1.95e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.52,0.01,-0.01,Berger et al. 2018,0.35,0.02,-0.021,Morton et al. 2016,[Fe/H],-0.59,,3658.0,Kepler,Space,,0.04545454545454545,,6.836478146002099e-07,,0.019230769230769232,0.05857142857142858,,
806,Kepler-1125 b,0.16399999999999998,0.027000000000000003,-0.016,Morton et al. 2016,,,,Morton et al. 2016,17.67018914,1.013e-05,-1.013e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.15,-0.09,Morton et al. 2016,0.95,0.079,-0.067,Morton et al. 2016,[Fe/H],-0.09,,5683.0,Kepler,Space,,0.1310975609756098,,5.732819224367397e-07,,0.1276595744680851,0.0768421052631579,,
807,Kepler-1126 b,0.15,0.009000000000000001,-0.008,Berger et al. 2018,,,,Morton et al. 2016,108.59309252,9.92e-06,-9.92e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.92,0.04,-0.04,Berger et al. 2018,0.92,0.054,-0.06,Morton et al. 2016,[Fe/H],-0.26,,5798.0,Kepler,Space,,0.05666666666666667,,9.13501933667926e-08,,0.043478260869565216,0.061956521739130424,,
808,Kepler-1127 b,0.122,0.008,-0.008,Berger et al. 2018,,,,Morton et al. 2016,5.12365752,1.812e-05,-1.812e-05,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.82,0.04,-0.04,Berger et al. 2018,0.97,0.045,-0.052,Morton et al. 2016,[Fe/H],0.04,,5664.0,Kepler,Space,,0.06557377049180328,,3.536536142251756e-06,,0.04878048780487805,0.05,,
809,Kepler-1128 b,0.275,0.022000000000000002,-0.019,Berger et al. 2018,,,,Morton et al. 2016,61.61797658,8.45e-06,-8.45e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.85,0.05,-0.05,Berger et al. 2018,0.94,0.044,-0.051,Morton et al. 2016,[Fe/H],0.04,,5543.0,Kepler,Space,,0.07454545454545454,,1.3713530480880326e-07,,0.05882352941176471,0.050531914893617025,,
810,Kepler-1129 b,0.264,0.045,-0.028999999999999998,Morton et al. 2016,,,,Morton et al. 2016,24.33975292,6.02e-06,-6.02e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.96,0.06,-0.06,Berger et al. 2018,1.0,0.064,-0.064,Morton et al. 2016,[Fe/H],-0.04,,5831.0,Kepler,Space,,0.14015151515151514,,2.47332009482042e-07,,0.0625,0.064,,
811,Kepler-1129 c,0.218,0.017,-0.015,Berger et al. 2018,,,,Morton et al. 2016,76.5362825,9.16e-06,-9.16e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.96,0.06,-0.06,Berger et al. 2018,1.0,0.064,-0.064,Morton et al. 2016,[Fe/H],-0.04,,5831.0,Kepler,Space,,0.07339449541284404,,1.196817992825821e-07,,0.0625,0.064,,
812,Kepler-113 b,0.162,0.004,-0.004, Marcy et al. 2014 ,0.037,0.013,-0.013, Marcy et al. 2014 ,4.75400122,7.1e-07,-7.1e-07,Holczer et al. 2016,,,,Marcy et al. 2014,0.73,0.01,-0.02,Morton et al. 2016,0.79,0.021,-0.028,Morton et al. 2016,[Fe/H],0.05,,4725.0,Kepler,Space,0.0,0.024691358024691357,0.35135135135135137,1.4934787921657286e-07,,0.02054794520547945,0.0310126582278481,0.049999999999999996,0.024
813,Kepler-113 c,0.19399999999999998,0.005,-0.005, Marcy et al. 2014 ,0.02737,,, Marcy et al. 2014 ,8.9250744,7.7e-07,-7.7e-07,Holczer et al. 2016,,,,Marcy et al. 2014,0.73,0.01,-0.02,Morton et al. 2016,0.79,0.021,-0.028,Morton et al. 2016,[Fe/H],0.05,,4725.0,Kepler,Space,1.0,0.025773195876288662,,8.627379061400317e-08,,0.02054794520547945,0.0310126582278481,,
814,Kepler-1130 b,0.071,0.013999999999999999,-0.003,Morton et al. 2016,,,,Morton et al. 2016,5.45301646,3.9e-06,-3.9e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.01,-0.01,Morton et al. 2016,0.9,0.018,-0.024,Morton et al. 2016,[Fe/H],-0.06,,5403.0,Kepler,Space,,0.11971830985915492,,7.152004818998841e-07,,0.012345679012345678,0.02333333333333333,,
815,Kepler-1131 b,0.131,0.009000000000000001,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,3.53232449,1.266e-05,-1.266e-05,Morton et al. 2016,,,,Morton et al. 2016,0.98,0.05,-0.05,Berger et al. 2018,1.03,0.062,-0.061,Morton et al. 2016,[Fe/H],0.05,,5851.0,Kepler,Space,,0.07633587786259544,,3.5840421897366514e-06,,0.05102040816326531,0.05970873786407767,,
816,Kepler-1132 b,0.21,0.017,-0.015,Morton et al. 2016,,,,Morton et al. 2016,62.89270326,1.051e-05,-1.051e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.04,-0.04,Berger et al. 2018,0.87,0.041,-0.048,Morton et al. 2016,[Fe/H],-0.01,,5298.0,Kepler,Space,,0.0761904761904762,,1.6711000569575454e-07,,0.04938271604938271,0.05114942528735632,,
817,Kepler-1133 b,0.17600000000000002,0.021,-0.013000000000000001,Morton et al. 2016,,,,Morton et al. 2016,11.55558875,3.1e-06,-3.1e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.04,-0.04,Berger et al. 2018,0.93,0.053,-0.055,Morton et al. 2016,[Fe/H],-0.02,,5569.0,Kepler,Space,,0.09659090909090909,,2.6826846014228394e-07,,0.04819277108433735,0.058064516129032254,,
818,Kepler-1134 b,0.195,0.018000000000000002,-0.016,Berger et al. 2018,,,,Morton et al. 2016,17.13269367,6.11e-06,-6.11e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.75,0.06,-0.06,Berger et al. 2018,0.84,0.049,-0.052,Morton et al. 2016,[Fe/H],-0.1,,5281.0,Kepler,Space,,0.08717948717948719,,3.566281005011397e-07,,0.08,0.06011904761904763,,
819,Kepler-1135 b,0.165,0.028999999999999998,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,76.95806106,8.63e-06,-8.63e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.17,-0.07,Morton et al. 2016,0.96,0.042,-0.048,Morton et al. 2016,[Fe/H],0.02,,5656.0,Kepler,Space,,0.13030303030303028,,1.1213899988035899e-07,,0.12765957446808512,0.046875,,
820,Kepler-1136 b,0.146,0.009000000000000001,-0.008,Morton et al. 2016,,,,Morton et al. 2016,2.36172433,3.65e-06,-3.65e-06,Morton et al. 2016,,,,Morton et al. 2016,0.68,0.02,-0.03,Morton et al. 2016,0.72,0.029,-0.043,Morton et al. 2016,[Fe/H],0.03,,4512.0,Kepler,Space,,0.05821917808219179,,1.5454809664428534e-06,,0.03676470588235294,0.049999999999999996,,
821,Kepler-1137 b,0.23600000000000002,0.018000000000000002,-0.045,Berger et al. 2018,,,,Morton et al. 2016,23.92120244,6.99e-06,-6.99e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.74,0.13,-0.12,Berger et al. 2018,1.5,0.226,-0.14,Morton et al. 2016,[Fe/H],0.05,,6807.0,Kepler,Space,,0.13347457627118645,,2.9220939112624307e-07,,0.07183908045977011,0.122,,
822,Kepler-1138 b,0.152,0.021,-0.012,Morton et al. 2016,,,,Morton et al. 2016,3.17060005,1.019e-05,-1.019e-05,Morton et al. 2016,,,,Morton et al. 2016,0.73,0.04,-0.04,Berger et al. 2018,0.95,0.04,-0.04,Morton et al. 2016,[Fe/H],0.04,,5582.0,Kepler,Space,,0.10855263157894737,,3.213902680661347e-06,,0.05479452054794521,0.04210526315789474,,
823,Kepler-1139 b,0.09300000000000001,0.006,-0.004,Berger et al. 2018,,,,Morton et al. 2016,0.81316909,1.2e-06,-1.2e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.81,0.04,-0.03,Berger et al. 2018,0.94,0.044,-0.05,Morton et al. 2016,[Fe/H],0.05,,5550.0,Kepler,Space,,0.05376344086021505,,1.475707838329172e-06,,0.04320987654320988,0.05,,
824,Kepler-114 b,0.11800000000000001,0.004,-0.003,Morton et al. 2016,0.021,0.014,-0.011, Hadden et al. 2014 ,5.18855617,2.12e-06,-2.12e-06,Holczer et al. 2016,0.0484,0.00175,-0.00175,Muirhead et al. 2012,0.71,0.01,-0.01,Morton et al. 2016,0.77,0.02,-0.022,Morton et al. 2016,,,,4605.0,Kepler,Space,0.0,0.02966101694915254,0.5952380952380952,4.085915099575765e-07,0.036157024793388434,0.014084507042253521,0.027272727272727268,0.035,0.010000000000000002
825,Kepler-114 c,0.152,0.004,-0.003,Morton et al. 2016,0.009,0.002,-0.002,Xie 2014,8.04134323,1.53e-06,-1.53e-06,Holczer et al. 2016,0.06482,0.00235,-0.00235,Muirhead et al. 2012,0.71,0.01,-0.01,Morton et al. 2016,0.77,0.02,-0.022,Morton et al. 2016,,,,4605.0,Kepler,Space,0.0,0.023026315789473686,0.22222222222222224,1.9026671990470425e-07,0.03625424251774144,0.014084507042253521,0.027272727272727268,0.011,0.006999999999999999
826,Kepler-114 d,0.242,0.004,-0.009000000000000001,Morton et al. 2016,0.012,0.005,-0.005,Xie 2014,11.7761348,6.5e-07,-6.5e-07,Holczer et al. 2016,0.08358,0.00303,-0.00303,Muirhead et al. 2012,0.71,0.01,-0.01,Morton et al. 2016,0.77,0.02,-0.022,Morton et al. 2016,,,,4605.0,Kepler,Space,0.0,0.02685950413223141,0.4166666666666667,5.5196379036014436e-08,0.03625269203158651,0.014084507042253521,0.027272727272727268,0.017,0.007
827,Kepler-1140 b,0.247,0.04,-0.033,Morton et al. 2016,,,,Morton et al. 2016,24.086176,5.01e-06,-5.01e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.73,0.03,-0.04,Morton et al. 2016,0.76,0.037,-0.045,Morton et al. 2016,[Fe/H],-0.08,,4850.0,Kepler,Space,,0.14777327935222673,,2.0800313009420842e-07,,0.04794520547945206,0.053947368421052626,,
828,Kepler-1141 b,0.073,0.011000000000000001,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,2.34450643,3.56e-06,-3.56e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.14,0.05,-0.05,Berger et al. 2018,1.01,0.033,-0.035,Morton et al. 2016,[Fe/H],0.04,,5791.0,Kepler,Space,,0.12328767123287673,,1.518443265689828e-06,,0.04385964912280702,0.033663366336633666,,
829,Kepler-1142 b,0.131,0.038,-0.016,Morton et al. 2016,,,,Morton et al. 2016,18.30267831,1.9e-05,-1.9e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.78,0.09,-0.09,Berger et al. 2018,0.97,0.052,-0.056,Morton et al. 2016,[Fe/H],0.02,,5685.0,Kepler,Space,,0.20610687022900762,,1.038099434311699e-06,,0.05056179775280899,0.05567010309278351,,
830,Kepler-1143 b,0.149,0.012,-0.01,Morton et al. 2016,,,,Morton et al. 2016,2.88890485,6.94e-06,-6.94e-06,Morton et al. 2016,,,,Morton et al. 2016,0.68,0.03,-0.03,Berger et al. 2018,0.81,0.049,-0.046,Morton et al. 2016,[Fe/H],-0.06,,5053.0,Kepler,Space,,0.0738255033557047,,2.402294419631024e-06,,0.044117647058823525,0.05864197530864197,,
831,Kepler-1143 c,0.258,0.048,-0.021,Berger et al. 2018,,,,Morton et al. 2016,210.62945497,0.00056011,-0.00056011,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,0.68,0.03,-0.03,Berger et al. 2018,0.81,0.049,-0.046,Morton et al. 2016,[Fe/H],-0.06,,5053.0,Kepler,Space,,0.13372093023255816,,2.6592197187225145e-06,,0.044117647058823525,0.05864197530864197,,
832,Kepler-1144 b,0.17800000000000002,0.027000000000000003,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,17.14633374,7.76e-06,-7.76e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.1,0.06,-0.05,Berger et al. 2018,0.98,0.05,-0.056,Morton et al. 2016,[Fe/H],-0.03,,5753.0,Kepler,Space,,0.11516853932584269,,4.5257488380136947e-07,,0.049999999999999996,0.05408163265306123,,
833,Kepler-1145 b,0.125,0.01,-0.01,Morton et al. 2016,,,,Morton et al. 2016,3.97076766,1.11e-05,-1.11e-05,Morton et al. 2016,,,,Morton et al. 2016,0.75,0.05,-0.05,Morton et al. 2016,0.79,0.048,-0.054,Morton et al. 2016,[Fe/H],-0.13,,5064.0,Kepler,Space,,0.08,,2.7954292344568963e-06,,0.06666666666666667,0.06455696202531645,,
834,Kepler-1146 b,0.11,0.009000000000000001,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,2.3522658,8.25e-06,-8.25e-06,Morton et al. 2016,,,,Morton et al. 2016,0.7,0.02,-0.04,Morton et al. 2016,0.74,0.031,-0.039,Morton et al. 2016,[Fe/H],-0.06,,4692.0,Kepler,Space,,0.07272727272727272,,3.5072567054284426e-06,,0.04285714285714286,0.0472972972972973,,
835,Kepler-1147 b,0.205,0.02,-0.02,Berger et al. 2018,,,,Morton et al. 2016,10.62797683,1.118e-05,-1.118e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.25,0.12,-0.1,Berger et al. 2018,1.09,0.088,-0.061,Morton et al. 2016,[Fe/H],0.11,,5941.0,Kepler,Space,,0.0975609756097561,,1.0519405695768721e-06,,0.088,0.068348623853211,,
836,Kepler-1148 b,0.151,0.009000000000000001,-0.008,Morton et al. 2016,,,,Morton et al. 2016,1.10446351,1.29e-06,-1.29e-06,Morton et al. 2016,,,,Morton et al. 2016,0.77,0.04,-0.04,Morton et al. 2016,0.81,0.039,-0.045,Morton et al. 2016,[Fe/H],-0.02,,5054.0,Kepler,Space,,0.056291390728476824,,1.1679878858107317e-06,,0.051948051948051945,0.05185185185185184,,
837,Kepler-1149 b,0.172,0.011000000000000001,-0.023,Berger et al. 2018,,,,Morton et al. 2016,3.73089898,1.502e-05,-1.502e-05,Morton et al. 2016,,,,Morton et al. 2016,1.24,0.07,-0.07,Berger et al. 2018,1.02,0.067,-0.07,Morton et al. 2016,[Fe/H],0.02,,5833.0,Kepler,Space,,0.09883720930232559,,4.0258393702206325e-06,,0.05645161290322581,0.06715686274509804,,
